,pdb,Hchain,Lchain,antigen_chain,resolution,date,mrc,antibody_selection,antigen_selection
967,7x6a,H,L,B,3.5,07/13/22,33019,chain H or chain L,chain B
968,7x6a,G,J,D,3.5,07/13/22,33019,chain G or chain J,chain D
969,7x6a,I,K,A,3.5,07/13/22,33019,chain I or chain K,chain A
970,7zyi,H,L,A,2.88,07/13/22,15024,chain H or chain L,chain A
971,7x1m,A,B,M,2.74,07/06/22,32944,chain A or chain B,chain M
972,7x1m,C,D,M,2.74,07/06/22,32944,chain C or chain D,chain M
973,7x1m,H,L,M,2.74,07/06/22,32944,chain H or chain L,chain M
974,7t92,H,L,B,3.1,07/06/22,25750,chain H or chain L,chain B
975,7tz5,H,N,C,3.41,07/06/22,26202,chain H or chain N,chain C
976,7tz5,I,L,A,3.41,07/06/22,26202,chain I or chain L,chain A
977,7tz5,J,M,B,3.41,07/06/22,26202,chain J or chain M,chain B
978,7ssv,H,L,B | A | C | D,3.39,11/11/21,25414,chain H or chain L,chain B or chain A or chain C or chain D
979,7lg6,J,M,E | B,3.28,01/19/21,23312,chain J or chain M,chain E or chain B
980,7lg6,K,N,F | G,3.28,01/19/21,23312,chain K or chain N,chain F or chain G
981,7lg6,H,L,A,3.28,01/19/21,23312,chain H or chain L,chain A
982,7lg6,C,D,A | I,3.28,01/19/21,23312,chain C or chain D,chain A or chain I
983,7lg6,O,Q,E,3.28,01/19/21,23312,chain O or chain Q,chain E
984,7lg6,P,R,F,3.28,01/19/21,23312,chain P or chain R,chain F
985,6zdh,H,L,A,3.7,06/14/20,11174,chain H or chain L,chain A
986,6zdh,D,F,B,3.7,06/14/20,11174,chain D or chain F,chain B
987,6zdh,G,I,C,3.7,06/14/20,11174,chain G or chain I,chain C
988,7cwn,K,I,B,3.2,08/29/20,30484,chain K or chain I,chain B
989,7cwn,E,D,B,3.2,08/29/20,30484,chain E or chain D,chain B
990,7cwn,G,F,A,3.2,08/29/20,30484,chain G or chain F,chain A
991,7cwn,O,M,A,3.2,08/29/20,30484,chain O or chain M,chain A
992,7cwn,H,N,C,3.2,08/29/20,30484,chain H or chain N,chain C
993,7cwn,L,J,C,3.2,08/29/20,30484,chain L or chain J,chain C
994,6mwx,O,P,N,8.2,10/30/18,9279,chain O or chain P,chain N
995,6mwx,G,H,F,8.2,10/30/18,9279,chain G or chain H,chain F
996,6mwx,K,L,J,8.2,10/30/18,9279,chain K or chain L,chain J
997,6mwx,C,D,B,8.2,10/30/18,9279,chain C or chain D,chain B
1001,7mta,H,L,G,4.1,05/13/21,23979,chain H or chain L,chain G
1010,7li7,B,C,A,4.1,01/26/21,23362,chain B or chain C,chain A
1011,6vi0,H,L,G,3.43,01/10/20,21208,chain H or chain L,chain G
1012,6vi0,E,D,C,3.43,01/10/20,21208,chain E or chain D,chain C
1013,6vi0,K,J,I,3.43,01/10/20,21208,chain K or chain J,chain I
1014,7kxk,I,M,B,5.0,12/04/20,23065,chain I or chain M,chain B
1015,7kxk,H,L,A,5.0,12/04/20,23065,chain H or chain L,chain A
1016,7kxk,J,N,C,5.0,12/04/20,23065,chain J or chain N,chain C
1027,7l2e,H,L,A,2.97,12/16/20,23126,chain H or chain L,chain A
1028,7l2e,G,J,B,2.97,12/16/20,23126,chain G or chain J,chain B
1029,7l2e,I,K,C,2.97,12/16/20,23126,chain I or chain K,chain C
1037,7tm0,E,D,C,3.1,01/19/22,25992,chain E or chain D,chain C
1038,7tm0,I,H,A,3.1,01/19/22,25992,chain I or chain H,chain A
1039,7tm0,N,O,A,3.1,01/19/22,25992,chain N or chain O,chain A
1040,7tm0,G,F,B,3.1,01/19/22,25992,chain G or chain F,chain B
1041,7tm0,L,M,C,3.1,01/19/22,25992,chain L or chain M,chain C
1042,7tm0,J,K,B,3.1,01/19/22,25992,chain J or chain K,chain B
1043,7ra8,C,D,B,3.1,06/30/21,24347,chain C or chain D,chain B
1044,7ra8,H,L,A,3.1,06/30/21,24347,chain H or chain L,chain A
1045,7ra8,F,G,E,3.1,06/30/21,24347,chain F or chain G,chain E
1049,6x5b,I,F,D,3.6,05/25/20,22048,chain I or chain F,chain D
1050,6x5b,O,M,J,3.6,05/25/20,22048,chain O or chain M,chain J
1051,6x5b,H,L,A,3.6,05/25/20,22048,chain H or chain L,chain A
1052,7lua,i,j,N,4.7,02/21/21,23519,chain i or chain j,chain N
1053,7lua,h,g,M,4.7,02/21/21,23519,chain h or chain g,chain M
1054,6nqd,K,L,J | I,3.9,01/21/19,0485,chain K or chain L,chain J or chain I
1055,6nqd,G,H,F | E,3.9,01/21/19,0485,chain G or chain H,chain F or chain E
1056,6nqd,C,D,B | A,3.9,01/21/19,0485,chain C or chain D,chain B or chain A
1057,6x3x,J,I,B,2.92,05/21/20,22036,chain J or chain I,chain B
1058,6x3x,K,L,D,2.92,05/21/20,22036,chain K or chain L,chain D
1065,7pc2,G,H,C,2.8,08/03/21,13316,chain G or chain H,chain C
1066,7pc2,O,P,B,2.8,08/03/21,13316,chain O or chain P,chain B
1067,7pc2,K,L,A,2.8,08/03/21,13316,chain K or chain L,chain A
1068,7pc2,I,J,B,2.8,08/03/21,13316,chain I or chain J,chain B
1069,7pc2,M,N,C,2.8,08/03/21,13316,chain M or chain N,chain C
1070,7pc2,Q,R,A,2.8,08/03/21,13316,chain Q or chain R,chain A
1081,7fci,H,L,A,3.3,07/14/21,31526,chain H or chain L,chain A
1082,6v4n,C,G,M,2.5,11/28/19,21042,chain C or chain G,chain M
1083,6v4n,H,L,N,2.5,11/28/19,21042,chain H or chain L,chain N
1084,6v4n,A,B,I,2.5,11/28/19,21042,chain A or chain B,chain I
1085,6v4n,D,E,W,2.5,11/28/19,21042,chain D or chain E,chain W
1086,6wxl,K,J,I | G,2.76,05/11/20,21961,chain K or chain J,chain I or chain G
1087,6wxl,H,L,B | A,2.76,05/11/20,21961,chain H or chain L,chain B or chain A
1088,6wxl,F,E,D | C,2.76,05/11/20,21961,chain F or chain E,chain D or chain C
1089,7r8m,H,L,B,3.4,06/26/21,24318,chain H or chain L,chain B
1090,7r8m,D,E,C,3.4,06/26/21,24318,chain D or chain E,chain C
1091,7eh5,H,L,A,4.0,03/28/21,31074,chain H or chain L,chain A
1092,7eh5,E,P,B,4.0,03/28/21,31074,chain E or chain P,chain B
1093,7eh5,I,M,B,4.0,03/28/21,31074,chain I or chain M,chain B
1094,7eh5,D,O,A,4.0,03/28/21,31074,chain D or chain O,chain A
1095,7eh5,F,Q,C,4.0,03/28/21,31074,chain F or chain Q,chain C
1096,7eh5,J,N,C,4.0,03/28/21,31074,chain J or chain N,chain C
1097,7luc,F,G,A,3.21,02/22/21,23520,chain F or chain G,chain A
1098,7luc,N,O,C,3.21,02/22/21,23520,chain N or chain O,chain C
1099,7luc,H,I,B,3.21,02/22/21,23520,chain H or chain I,chain B
1100,7luc,D,E,C,3.21,02/22/21,23520,chain D or chain E,chain C
1101,7luc,L,M,B,3.21,02/22/21,23520,chain L or chain M,chain B
1102,7luc,J,K,A,3.21,02/22/21,23520,chain J or chain K,chain A
1103,7f3q,H,L,A,3.3,06/16/21,31434,chain H or chain L,chain A
1104,7f3q,C,B,A,3.3,06/16/21,31434,chain C or chain B,chain A
1108,7we9,H,J,A,3.6,12/23/21,32443,chain H or chain J,chain A
1109,7we9,C,L,B,3.6,12/23/21,32443,chain C or chain L,chain B
1110,7we9,I,K,F,3.6,12/23/21,32443,chain I or chain K,chain F
1111,7s6j,C,D,B,3.4,09/14/21,24877,chain C or chain D,chain B
1112,7s6j,F,G,E,3.4,09/14/21,24877,chain F or chain G,chain E
1113,7s6j,H,L,A,3.4,09/14/21,24877,chain H or chain L,chain A
1114,7mw3,H,L,C,3.15,05/15/21,24061,chain H or chain L,chain C
1115,7mw3,D,E,A,3.15,05/15/21,24061,chain D or chain E,chain A
1116,7mw3,F,G,B,3.15,05/15/21,24061,chain F or chain G,chain B
1124,7lo7,H,L,Z,3.74,02/09/21,23463,chain H or chain L,chain Z
1129,7k43,C,D,B,2.6,09/14/20,22659,chain C or chain D,chain B
1130,7k43,F,G,E,2.6,09/14/20,22659,chain F or chain G,chain E
1131,7k43,H,L,A,2.6,09/14/20,22659,chain H or chain L,chain A
1132,7ly9,B,C,G,3.91,03/06/21,23589,chain B or chain C,chain G
1133,7ly9,A,M,K,3.91,03/06/21,23589,chain A or chain M,chain K
1134,7ly9,E,I,D,3.91,03/06/21,23589,chain E or chain I,chain D
1135,7ly9,H,L,D,3.91,03/06/21,23589,chain H or chain L,chain D
1136,6x9r,H,L,A | B,3.1,06/03/20,22108,chain H or chain L,chain A or chain B
1143,7lex,R,P,J,3.6,01/15/21,23293,chain R or chain P,chain J
1144,7lex,F,H,C,3.6,01/15/21,23293,chain F or chain H,chain C
1145,7lex,G,I,A,3.6,01/15/21,23293,chain G or chain I,chain A
1146,7lex,D,E,B,3.6,01/15/21,23293,chain D or chain E,chain B
1147,7lex,K,L,M,3.6,01/15/21,23293,chain K or chain L,chain M
1148,7lex,Q,O,N,3.6,01/15/21,23293,chain Q or chain O,chain N
1152,7m8l,N,Q,E,3.9,03/30/21,23719,chain N or chain Q,chain E
1153,7m8l,H,K,B,3.9,03/30/21,23719,chain H or chain K,chain B
1154,7m8l,G,J,A,3.9,03/30/21,23719,chain G or chain J,chain A
1155,7m8l,I,L,C,3.9,03/30/21,23719,chain I or chain L,chain C
1156,7m8l,M,P,D,3.9,03/30/21,23719,chain M or chain P,chain D
1157,7m8l,O,R,F,3.9,03/30/21,23719,chain O or chain R,chain F
1162,7mdu,H,L,A,3.3,04/06/21,23780,chain H or chain L,chain A
1163,7mdu,E,F,A | B,3.3,04/06/21,23780,chain E or chain F,chain A or chain B
1164,7ej4,J,N,C,3.6,04/01/21,30669,chain J or chain N,chain C
1165,7ej4,H,L,A,3.6,04/01/21,30669,chain H or chain L,chain A
1166,7ej4,I,M,B,3.6,04/01/21,30669,chain I or chain M,chain B
1170,7nd7,H,L,A,3.6,01/30/21,12278,chain H or chain L,chain A
1171,7nd7,J,K,C,3.6,01/30/21,12278,chain J or chain K,chain C
1172,7nd7,F,G,B,3.6,01/30/21,12278,chain F or chain G,chain B
1185,7e8c,M,J,A,3.16,03/01/21,31014,chain M or chain J,chain A
1186,7e8c,D,E,C,3.16,03/01/21,31014,chain D or chain E,chain C
1187,7e8c,H,L,A,3.16,03/01/21,31014,chain H or chain L,chain A
1188,7e8c,O,Q,A,3.16,03/01/21,31014,chain O or chain Q,chain A
1189,7e8c,K,I,B,3.16,03/01/21,31014,chain K or chain I,chain B
1190,7e8c,N,P,B,3.16,03/01/21,31014,chain N or chain P,chain B
1191,7e8c,a,Z,C,3.16,03/01/21,31014,chain a or chain Z,chain C
1192,7e8c,S,U,C,3.16,03/01/21,31014,chain S or chain U,chain C
1193,7e8c,T,V,B,3.16,03/01/21,31014,chain T or chain V,chain B
1194,7ndc,H,L,B,4.1,01/30/21,12283,chain H or chain L,chain B
1195,7ndc,F,G,A,4.1,01/30/21,12283,chain F or chain G,chain A
1196,7ndc,D,E,C,4.1,01/30/21,12283,chain D or chain E,chain C
1202,7sc1,P,Q,C,3.2,09/26/21,25008,chain P or chain Q,chain C
1203,7sc1,M,N,B,3.2,09/26/21,25008,chain M or chain N,chain B
1204,7sc1,H,L,A,3.2,09/26/21,25008,chain H or chain L,chain A
1205,7akd,H,L,B,4.0,09/30/20,11812,chain H or chain L,chain B
1206,7akd,D,E,C,4.0,09/30/20,11812,chain D or chain E,chain C
1207,7tet,H,L,B | A,4.45,01/05/22,25852,chain H or chain L,chain B or chain A
1208,7tet,M,N,D | C,4.45,01/05/22,25852,chain M or chain N,chain D or chain C
1209,7cec,H,I,B,3.9,06/22/20,30342,chain H or chain I,chain B
1210,7cec,F,G,B,3.9,06/22/20,30342,chain F or chain G,chain B
1211,7kfh,G,J,A,3.8,10/13/20,22853,chain G or chain J,chain A
1212,7kfh,I,L,C,3.8,10/13/20,22853,chain I or chain L,chain C
1213,7kfh,H,K,B,3.8,10/13/20,22853,chain H or chain K,chain B
1214,7fjo,H,L,A,3.34,08/04/21,31625,chain H or chain L,chain A
1215,7fjo,F,G,C,3.34,08/04/21,31625,chain F or chain G,chain C
1216,7fjo,J,K,B,3.34,08/04/21,31625,chain J or chain K,chain B
1217,7lf0,F,H,C,3.68,01/15/21,23296,chain F or chain H,chain C
1218,7lf0,D,E,B,3.68,01/15/21,23296,chain D or chain E,chain B
1219,7lf0,R,P,M,3.68,01/15/21,23296,chain R or chain P,chain M
1220,7lf0,K,L,N,3.68,01/15/21,23296,chain K or chain L,chain N
1221,7lf0,G,I,A,3.68,01/15/21,23296,chain G or chain I,chain A
1222,7lf0,Q,O,J,3.68,01/15/21,23296,chain Q or chain O,chain J
1223,7cn2,H,L,D,3.43,07/29/20,30414,chain H or chain L,chain D
1224,7fei,H,L,2 | 1,3.91,07/20/21,31555,chain H or chain L,chain 2 or chain 1
1229,7q9i,E,F,B,4.9,11/12/21,13870,chain E or chain F,chain B
1230,7q9i,H,L,A,4.9,11/12/21,13870,chain H or chain L,chain A
1231,7q9i,J,K,C,4.9,11/12/21,13870,chain J or chain K,chain C
1232,7e5s,U,Q,B,3.6,02/20/21,30994,chain U or chain Q,chain B
1233,7e5s,P,N,A,3.6,02/20/21,30994,chain P or chain N,chain A
1234,7e5s,I,K,B,3.6,02/20/21,30994,chain I or chain K,chain B
1235,7e5s,R,O,A,3.6,02/20/21,30994,chain R or chain O,chain A
1236,7e5s,V,S,C,3.6,02/20/21,30994,chain V or chain S,chain C
1237,7e5s,L,D,B,3.6,02/20/21,30994,chain L or chain D,chain B
1238,7e5s,E,H,C,3.6,02/20/21,30994,chain E or chain H,chain C
1239,7e5s,J,T,C,3.6,02/20/21,30994,chain J or chain T,chain C
1240,7dce,H,L,B | X,3.8,10/26/20,30636,chain H or chain L,chain B or chain X
1244,7ter,H,L,B | A,5.23,01/05/22,25850,chain H or chain L,chain B or chain A
1245,7ter,M,N,D | C,5.23,01/05/22,25850,chain M or chain N,chain D or chain C
1246,7ley,D,E,A,3.05,01/15/21,23294,chain D or chain E,chain A
1247,7ley,G,F,B,3.05,01/15/21,23294,chain G or chain F,chain B
1248,7ley,H,I,C,3.05,01/15/21,23294,chain H or chain I,chain C
1249,7r8b,C,D,B | A,3.1,06/26/21,24314,chain C or chain D,chain B or chain A
1250,7k8s,H,L,A,3.4,09/27/20,22729,chain H or chain L,chain A
1251,7k8s,O,P,B,3.4,09/27/20,22729,chain O or chain P,chain B
1252,7k8s,M,N,C,3.4,09/27/20,22729,chain M or chain N,chain C
1253,6x3z,J,I,B,3.23,05/21/20,22037,chain J or chain I,chain B
1254,6x3z,K,L,D,3.23,05/21/20,22037,chain K or chain L,chain D
1255,7la4,H,L,A,3.3,01/05/21,23245,chain H or chain L,chain A
1256,7ws0,G,F,B,3.2,01/28/22,32739,chain G or chain F,chain B
1257,7ws0,E,D,A,3.2,01/28/22,32739,chain E or chain D,chain A
1258,7ws0,I,H,C,3.2,01/28/22,32739,chain I or chain H,chain C
1259,7swd,J,K,A | C,3.59,11/19/21,25471,chain J or chain K,chain A or chain C
1260,7swd,I,I,B,3.59,11/19/21,25471,chain I or chain I,chain B
1261,7swd,H,H,D | E,3.59,11/19/21,25471,chain H or chain H,chain D or chain E
1262,7swd,G,G,F,3.59,11/19/21,25471,chain G or chain G,chain F
1263,6ni2,H,L,B,4.0,12/26/18,9375,chain H or chain L,chain B
1264,7s6k,F,G,E,3.4,09/14/21,24878,chain F or chain G,chain E
1265,7s6k,H,L,A,3.4,09/14/21,24878,chain H or chain L,chain A
1266,7s6k,C,D,B,3.4,09/14/21,24878,chain C or chain D,chain B
1267,7l57,H,L,B,5.87,12/21/20,23166,chain H or chain L,chain B
1268,7q9p,E,F,B,4.5,11/12/21,13875,chain E or chain F,chain B
1269,7q9p,H,L,A,4.5,11/12/21,13875,chain H or chain L,chain A
1270,7q9p,J,K,C,4.5,11/12/21,13875,chain J or chain K,chain C
1271,6pci,I,L,B,4.12,06/17/19,20301,chain I or chain L,chain B
1272,6pci,P,S,C | F,4.12,06/17/19,20301,chain P or chain S,chain C or chain F
1273,6pci,O,R,B | E,4.12,06/17/19,20301,chain O or chain R,chain B or chain E
1274,6pci,N,Q,A | D,4.12,06/17/19,20301,chain N or chain Q,chain A or chain D
1275,6pci,J,M,C,4.12,06/17/19,20301,chain J or chain M,chain C
1276,6pci,H,K,A,4.12,06/17/19,20301,chain H or chain K,chain A
1277,7cwt,I,J,C,3.7,08/31/20,30487,chain I or chain J,chain C
1278,7cwt,L,H,A,3.7,08/31/20,30487,chain L or chain H,chain A
1279,7cwt,N,K,B,3.7,08/31/20,30487,chain N or chain K,chain B
1280,7cwt,P,M,C,3.7,08/31/20,30487,chain P or chain M,chain C
1281,7cwt,G,F,B,3.7,08/31/20,30487,chain G or chain F,chain B
1282,7cwt,E,D,A,3.7,08/31/20,30487,chain E or chain D,chain A
1283,7mdt,H,L,A,3.6,04/06/21,23779,chain H or chain L,chain A
1291,7wpe,X,Y,B,2.69,01/23/22,32684,chain X or chain Y,chain B
1292,7wpe,U,V,A,2.69,01/23/22,32684,chain U or chain V,chain A
1293,7l06,H,L,U,3.3,12/11/20,23095,chain H or chain L,chain U
1294,7l06,G,E,B,3.3,12/11/20,23095,chain G or chain E,chain B
1295,7l06,D,F,W,3.3,12/11/20,23095,chain D or chain F,chain W
1296,7l06,M,K,A,3.3,12/11/20,23095,chain M or chain K,chain A
1297,6x3v,J,I,B,3.5,05/21/20,22034,chain J or chain I,chain B
1298,6x3v,K,L,D,3.5,05/21/20,22034,chain K or chain L,chain D
1299,7mlu,N,O,D,4.1,04/29/21,23910,chain N or chain O,chain D
1300,7mlu,H,I,C,4.1,04/29/21,23910,chain H or chain I,chain C
1301,7mlu,L,M,A,4.1,04/29/21,23910,chain L or chain M,chain A
1302,7mlu,G,J,B,4.1,04/29/21,23910,chain G or chain J,chain B
1303,7mlu,F,K,E,4.1,04/29/21,23910,chain F or chain K,chain E
1304,7dk4,a,b,A,3.8,11/23/20,30702,chain a or chain b,chain A
1305,7dk4,e,f,C,3.8,11/23/20,30702,chain e or chain f,chain C
1306,7dk4,c,d,B,3.8,11/23/20,30702,chain c or chain d,chain B
1310,6z3q,H,L,C | A | B,2.7,05/21/20,11062,chain H or chain L,chain C or chain A or chain B
1311,7a5s,H,L,A,3.9,08/21/20,11647,chain H or chain L,chain A
1312,7a5s,I,M,B,3.9,08/21/20,11647,chain I or chain M,chain B
1313,7k8w,N,S,G,3.6,09/27/20,22733,chain N or chain S,chain G
1314,7k8w,H,L,A | B,3.6,09/27/20,22733,chain H or chain L,chain A or chain B
1319,6pv8,H,I,A | B,3.87,07/19/19,20488,chain H or chain I,chain A or chain B
1320,6pv8,F,G,D | E,3.87,07/19/19,20488,chain F or chain G,chain D or chain E
1321,7dnh,H,L,E | A,3.64,12/09/20,30783,chain H or chain L,chain E or chain A
1325,7o7f,H,F,A | B,3.15,04/13/21,12746,chain H or chain F,chain A or chain B
1340,7cth,H,L,C | A,3.5,08/19/20,30465,chain H or chain L,chain C or chain A
1341,7cth,I,M,B,3.5,08/19/20,30465,chain I or chain M,chain B
1342,5viy,H,G,F,6.2,04/17/17,8693,chain H or chain G,chain F
1343,5viy,O,P,C | E,6.2,04/17/17,8693,chain O or chain P,chain C or chain E
1344,5viy,J,I,D,6.2,04/17/17,8693,chain J or chain I,chain D
1345,5viy,M,N,A,6.2,04/17/17,8693,chain M or chain N,chain A
1346,5viy,K,L,B,6.2,04/17/17,8693,chain K or chain L,chain B
1347,7mn8,D,C,B,3.45,04/30/21,23918,chain D or chain C,chain B
1370,7tcc,M,N,C,3.86,12/23/21,25808,chain M or chain N,chain C
1371,7tcc,D,E,A,3.86,12/23/21,25808,chain D or chain E,chain A
1372,7tcc,F,G,B,3.86,12/23/21,25808,chain F or chain G,chain B
1373,7tcc,H,L,B,3.86,12/23/21,25808,chain H or chain L,chain B
1374,7tcc,O,P,C,3.86,12/23/21,25808,chain O or chain P,chain C
1375,7tcc,J,K,A,3.86,12/23/21,25808,chain J or chain K,chain A
1376,7ls9,H,L,A,3.42,02/17/21,23506,chain H or chain L,chain A
1377,7ls9,E,G,C,3.42,02/17/21,23506,chain E or chain G,chain C
1378,7ls9,D,F,B,3.42,02/17/21,23506,chain D or chain F,chain B
1379,7wuh,D,F,C,4.7,02/08/22,32832,chain D or chain F,chain C
1380,7wuh,K,L,A,4.7,02/08/22,32832,chain K or chain L,chain A
1381,7wuh,H,I,E,4.7,02/08/22,32832,chain H or chain I,chain E
1382,7jw0,D,C,B,4.3,08/24/20,22512,chain D or chain C,chain B
1383,7jw0,G,F,E,4.3,08/24/20,22512,chain G or chain F,chain E
1384,7jw0,H,L,A,4.3,08/24/20,22512,chain H or chain L,chain A
1388,7m6e,D,C,E,3.3,03/25/21,23693,chain D or chain C,chain E
1389,7m6e,F,G,B,3.3,03/25/21,23693,chain F or chain G,chain B
1390,7m6e,H,L,A,3.3,03/25/21,23693,chain H or chain L,chain A
1397,7d0d,H,L,A,3.8,09/09/20,30531,chain H or chain L,chain A
1398,7d0d,G,F,B,3.8,09/09/20,30531,chain G or chain F,chain B
1399,7r40,D,F,B,2.9,02/08/22,14250,chain D or chain F,chain B
1400,7r40,E,G,C,2.9,02/08/22,14250,chain E or chain G,chain C
1401,7r40,H,L,A,2.9,02/08/22,14250,chain H or chain L,chain A
1406,7lxx,H,L,A,3.0,03/05/21,23578,chain H or chain L,chain A
1407,7nd5,H,L,B,3.4,01/30/21,12276,chain H or chain L,chain B
1408,6y90,C,D,B,3.69,03/06/20,10731,chain C or chain D,chain B
1409,6y90,H,L,A,3.69,03/06/20,10731,chain H or chain L,chain A
1410,7mw5,F,G,B,3.42,05/15/21,24063,chain F or chain G,chain B
1411,7mw5,D,E,A,3.42,05/15/21,24063,chain D or chain E,chain A
1412,7mw5,H,L,C,3.42,05/15/21,24063,chain H or chain L,chain C
1413,7nfd,D,C,B,3.51,02/06/21,12300,chain D or chain C,chain B
1414,7nfd,F,E,A,3.51,02/06/21,12300,chain F or chain E,chain A
1415,7kml,J,N,C,3.8,11/03/20,22926,chain J or chain N,chain C
1416,7kml,I,M,B,3.8,11/03/20,22926,chain I or chain M,chain B
1417,7kml,H,L,A,3.8,11/03/20,22926,chain H or chain L,chain A
1418,7q0a,Y,Z,B,4.8,10/14/21,13742,chain Y or chain Z,chain B
1419,7lu9,l,k,f,5.6,02/21/21,23518,chain l or chain k,chain f
1420,7lu9,m,n,I,5.6,02/21/21,23518,chain m or chain n,chain I
1421,7lu9,i,j,B,5.6,02/21/21,23518,chain i or chain j,chain B
1422,7lu9,p,o,P,5.6,02/21/21,23518,chain p or chain o,chain P
1423,7lu9,h,g,e,5.6,02/21/21,23518,chain h or chain g,chain e
1424,7lu9,q,r,d,5.6,02/21/21,23518,chain q or chain r,chain d
1425,7mxe,H,L,G | D,3.7,05/19/21,24072,chain H or chain L,chain G or chain D
1426,7mxe,M,O,C | P,3.7,05/19/21,24072,chain M or chain O,chain C or chain P
1427,7mxe,A,B,J | F,3.7,05/19/21,24072,chain A or chain B,chain J or chain F
1428,7mxe,R,W,J,3.7,05/19/21,24072,chain R or chain W,chain J
1429,7lqv,H,L,A,3.25,02/15/21,23489,chain H or chain L,chain A
1430,7lqv,Y,Z,C,3.25,02/15/21,23489,chain Y or chain Z,chain C
1431,7lqv,W,X,B,3.25,02/15/21,23489,chain W or chain X,chain B
1432,7tb8,J,K,C,2.83,12/21/21,25794,chain J or chain K,chain C
1433,7tb8,D,E,A,2.83,12/21/21,25794,chain D or chain E,chain A
1434,7tb8,F,G,B,2.83,12/21/21,25794,chain F or chain G,chain B
1435,7tb8,H,L,A,2.83,12/21/21,25794,chain H or chain L,chain A
1436,6mui,K,L,J,7.7,10/23/18,9249,chain K or chain L,chain J
1437,6mui,C,D,B,7.7,10/23/18,9249,chain C or chain D,chain B
1438,6mui,G,H,F,7.7,10/23/18,9249,chain G or chain H,chain F
1439,6mui,O,P,N,7.7,10/23/18,9249,chain O or chain P,chain N
1440,7mhz,O,P,A,3.2,04/16/21,23837,chain O or chain P,chain A
1441,7rbu,H,L,B,3.7,07/06/21,24402,chain H or chain L,chain B
1443,7cak,I,H,C,3.58,06/08/20,30333,chain I or chain H,chain C
1444,7cak,E,D,A,3.58,06/08/20,30333,chain E or chain D,chain A
1445,7cak,G,F,B,3.58,06/08/20,30333,chain G or chain F,chain B
1446,7m6i,H,L,C | B,4.0,03/25/21,23697,chain H or chain L,chain C or chain B
1447,7m6i,M,N,A,4.0,03/25/21,23697,chain M or chain N,chain A
1448,7epx,H,L,A,3.0,04/28/21,31249,chain H or chain L,chain A
1449,7epx,I,M,B,3.0,04/28/21,31249,chain I or chain M,chain B
1450,7l5j,Y,X,A,3.2,12/22/20,23187,chain Y or chain X,chain A
1451,7l5j,W,L,B,3.2,12/22/20,23187,chain W or chain L,chain B
1452,7cw3,q,r,F | E,9.4,08/27/20,30480,chain q or chain r,chain F or chain E
1453,7cw3,o,p,N | M,9.4,08/27/20,30480,chain o or chain p,chain N or chain M
1454,7cw3,m,n,T | S,9.4,08/27/20,30480,chain m or chain n,chain T or chain S
1455,7cw3,k,l,f | e,9.4,08/27/20,30480,chain k or chain l,chain f or chain e
1456,7dcc,D,H,E,4.3,10/24/20,30635,chain D or chain H,chain E
1457,7dcc,A,F,K,4.3,10/24/20,30635,chain A or chain F,chain K
1458,7dcc,B,M,I,4.3,10/24/20,30635,chain B or chain M,chain I
1459,7tca,H,L,B,3.85,12/23/21,25807,chain H or chain L,chain B
1460,7tca,D,E,C,3.85,12/23/21,25807,chain D or chain E,chain C
1464,6cxc,G,J,B | A,3.9,04/02/18,7774,chain G or chain J,chain B or chain A
1465,6cxc,X,Y,D | C,3.9,04/02/18,7774,chain X or chain Y,chain D or chain C
1466,6cxc,I,K,F | E,3.9,04/02/18,7774,chain I or chain K,chain F or chain E
1467,7lez,R,P,N,4.15,01/15/21,23295,chain R or chain P,chain N
1468,7lez,Q,O,M | J,4.15,01/15/21,23295,chain Q or chain O,chain M or chain J
1469,7lez,D,E,B,4.15,01/15/21,23295,chain D or chain E,chain B
1470,7lez,G,I,A | C,4.15,01/15/21,23295,chain G or chain I,chain A or chain C
1471,7ws5,I,H,C,3.7,01/28/22,32744,chain I or chain H,chain C
1472,7ws5,G,F,B,3.7,01/28/22,32744,chain G or chain F,chain B
1473,7ws5,E,D,A,3.7,01/28/22,32744,chain E or chain D,chain A
1474,7t4s,H,I,D | B,3.1,12/10/21,25687,chain H or chain I,chain D or chain B
1475,7t4s,J,K,A,3.1,12/10/21,25687,chain J or chain K,chain A
1476,7czp,J,N,C,3.0,09/09/20,30512,chain J or chain N,chain C
1477,7czp,H,L,A,3.0,09/09/20,30512,chain H or chain L,chain A
1478,6vn1,J,N,C,2.8,01/29/20,21247,chain J or chain N,chain C
1479,6vn1,I,M,B,2.8,01/29/20,21247,chain I or chain M,chain B
1480,6vn1,H,L,A,2.8,01/29/20,21247,chain H or chain L,chain A
1500,7wee,H,L,E,4.0,12/23/21,32448,chain H or chain L,chain E
1505,7e9p,H,L,B,3.69,03/04/21,31035,chain H or chain L,chain B
1506,6ww2,H,L,R,3.7,05/07/20,21927,chain H or chain L,chain R
1507,6olp,G,I,D | C | B,4.2,04/16/19,20118,chain G or chain I,chain D or chain C or chain B
1508,6olp,H,L,F | E,4.2,04/16/19,20118,chain H or chain L,chain F or chain E
1509,7x6o,J,L,H | F,3.5,03/07/22,33024,chain J or chain L,chain H or chain F
1510,7x6o,I,K,G | E,3.5,03/07/22,33024,chain I or chain K,chain G or chain E
1511,7x6o,C,D,B | A,3.5,03/07/22,33024,chain C or chain D,chain B or chain A
