,pdb,Hchain,Lchain,antigen_chain,resolution,date,mrc,antibody_selection,antigen_selection
1331,7lf2,P,N,Q,3.72,01/15/21,23298,chain P or chain N,chain Q
1469,7lez,D,E,B,4.15,01/15/21,23295,chain D or chain E,chain B
1470,7lez,G,I,A | C,4.15,01/15/21,23295,chain G or chain I,chain A or chain C
1248,7ley,H,I,C,3.05,01/15/21,23294,chain H or chain I,chain C
1861,7lf1,F,H,C,4.04,01/15/21,23297,chain F or chain H,chain C
1329,7lf2,D,E,A,3.72,01/15/21,23298,chain D or chain E,chain A
1863,7lf1,K,L,M,4.04,01/15/21,23297,chain K or chain L,chain M
1143,7lex,R,P,J,3.6,01/15/21,23293,chain R or chain P,chain J
1146,7lex,D,E,B,3.6,01/15/21,23293,chain D or chain E,chain B
1147,7lex,K,L,M,3.6,01/15/21,23293,chain K or chain L,chain M
1148,7lex,Q,O,N,3.6,01/15/21,23293,chain Q or chain O,chain N
1862,7lf1,P,R,J,4.04,01/15/21,23297,chain P or chain R,chain J
1218,7lf0,D,E,B,3.68,01/15/21,23296,chain D or chain E,chain B
1219,7lf0,R,P,M,3.68,01/15/21,23296,chain R or chain P,chain M
1217,7lf0,F,H,C,3.68,01/15/21,23296,chain F or chain H,chain C
1327,7lf2,F,H,B,3.72,01/15/21,23298,chain F or chain H,chain B
1326,7lf2,G,I,C,3.72,01/15/21,23298,chain G or chain I,chain C
1328,7lf2,K,L,J,3.72,01/15/21,23298,chain K or chain L,chain J
1866,7lf1,O,Q,N,4.04,01/15/21,23297,chain O or chain Q,chain N
1865,7lf1,G,I,A,4.04,01/15/21,23297,chain G or chain I,chain A
1864,7lf1,D,E,B,4.04,01/15/21,23297,chain D or chain E,chain B
1220,7lf0,K,L,N,3.68,01/15/21,23296,chain K or chain L,chain N
1247,7ley,G,F,B,3.05,01/15/21,23294,chain G or chain F,chain B
1660,7dx4,H,L,E,3.6,01/18/21,30895,chain H or chain L,chain E
984,7lg6,P,R,F,3.28,01/19/21,23312,chain P or chain R,chain F
983,7lg6,O,Q,E,3.28,01/19/21,23312,chain O or chain Q,chain E
982,7lg6,C,D,A | I,3.28,01/19/21,23312,chain C or chain D,chain A or chain I
981,7lg6,H,L,A,3.28,01/19/21,23312,chain H or chain L,chain A
979,7lg6,J,M,E | B,3.28,01/19/21,23312,chain J or chain M,chain E or chain B
980,7lg6,K,N,F | G,3.28,01/19/21,23312,chain K or chain N,chain F or chain G
2296,7li8,B,C,A,3.9,01/26/21,23363,chain B or chain C,chain A
2326,7li9,B,C,A,3.9,01/26/21,23364,chain B or chain C,chain A
2011,7lia,B,C,A,3.3,01/26/21,23365,chain B or chain C,chain A
1010,7li7,B,C,A,4.1,01/26/21,23362,chain B or chain C,chain A
2207,7li6,B,C,A,3.5,01/26/21,23361,chain B or chain C,chain A
2331,7ncs,H,L,A,7.1,01/29/21,12271,chain H or chain L,chain A
1786,7nd0,H,L,A,5.2,01/29/21,12272,chain H or chain L,chain A
1172,7nd7,F,G,B,3.6,01/30/21,12278,chain F or chain G,chain B
1064,7nd4,D,E,A,3.6,01/30/21,12275,chain D or chain E,chain A
1063,7nd4,F,G,B,3.6,01/30/21,12275,chain F or chain G,chain B
1062,7nd4,H,L,C,3.6,01/30/21,12275,chain H or chain L,chain C
1170,7nd7,H,L,A,3.6,01/30/21,12278,chain H or chain L,chain A
2052,7nd9,H,L,B,2.8,01/30/21,12280,chain H or chain L,chain B
1691,7ljr,S,T,A,3.66,01/30/21,23400,chain S or chain T,chain A
1171,7nd7,J,K,C,3.6,01/30/21,12278,chain J or chain K,chain C
1730,7nda,H,L,C | A,3.3,01/30/21,12281,chain H or chain L,chain C or chain A
2226,7nd3,H,L,B,3.7,01/30/21,12274,chain H or chain L,chain B
1998,7nd8,H,L,B,3.5,01/30/21,12279,chain H or chain L,chain B
2245,7ndb,H,L,B,4.6,01/30/21,12282,chain H or chain L,chain B
2113,7ndd,H,L,B,4.2,01/30/21,12284,chain H or chain L,chain B
1517,7nd6,H,L,B,7.3,01/30/21,12277,chain H or chain L,chain B
1196,7ndc,D,E,C,4.1,01/30/21,12283,chain D or chain E,chain C
1195,7ndc,F,G,A,4.1,01/30/21,12283,chain F or chain G,chain A
2111,7ndd,F,G,A,4.2,01/30/21,12284,chain F or chain G,chain A
1407,7nd5,H,L,B,3.4,01/30/21,12276,chain H or chain L,chain B
2112,7ndd,D,E,C,4.2,01/30/21,12284,chain D or chain E,chain C
1194,7ndc,H,L,B,4.1,01/30/21,12283,chain H or chain L,chain B
2346,7lkh,H,L,A,3.5,02/02/21,23408,chain H or chain L,chain A
2329,7lkf,H,L,A,2.9,02/02/21,23405,chain H or chain L,chain A
1965,7ll2,K,M,E,3.73,02/03/21,23412,chain K or chain M,chain E
1739,7ll1,H,L,A,3.73,02/03/21,23411,chain H or chain L,chain A
1964,7ll2,H,L,A,3.73,02/03/21,23412,chain H or chain L,chain A
1963,7ll2,I,J,C,3.73,02/03/21,23412,chain I or chain J,chain C
1741,7ll1,E,F,C,3.73,02/03/21,23411,chain E or chain F,chain C
1740,7ll1,J,K,G,3.73,02/03/21,23411,chain J or chain K,chain G
1988,7neq,F,E,A,3.12,02/04/21,12290,chain F or chain E,chain A
1942,7llk,G,H,E,4.8,02/04/21,23424,chain G or chain H,chain E
1943,7llk,K,L,I,4.8,02/04/21,23424,chain K or chain L,chain I
1944,7llk,C,D,A,4.8,02/04/21,23424,chain C or chain D,chain A
2330,7e23,B,C,A,3.3,02/04/21,30950,chain B or chain C,chain A
1989,7neq,D,C,B,3.12,02/04/21,12290,chain D or chain C,chain B
2257,7nez,D,C,B,3.39,02/05/21,12295,chain D or chain C,chain B
2258,7nez,F,E,A,3.39,02/05/21,12295,chain F or chain E,chain A
1414,7nfd,F,E,A,3.51,02/06/21,12300,chain F or chain E,chain A
1413,7nfd,D,C,B,3.51,02/06/21,12300,chain D or chain C,chain B
2270,7e3b,B,C,A,4.2,02/08/21,30978,chain B or chain C,chain A
2028,7e39,C,B,A,3.7,02/08/21,30977,chain C or chain B,chain A
2263,7e3c,B,C,A,4.2,02/08/21,30979,chain B or chain C,chain A
1820,7lo6,L,K,A,3.9,02/09/21,23462,chain L or chain K,chain A
1822,7lo6,J,I,C,3.9,02/09/21,23462,chain J or chain I,chain C
1821,7lo6,H,G,E,3.9,02/09/21,23462,chain H or chain G,chain E
1579,7e3l,D,E,A,3.6,02/09/21,30983,chain D or chain E,chain A
1580,7e3l,F,G,B,3.6,02/09/21,30983,chain F or chain G,chain B
2259,7lo8,H,L,Z,3.16,02/09/21,23464,chain H or chain L,chain Z
1939,7e3k,F,G,B,3.9,02/09/21,30982,chain F or chain G,chain B
1578,7e3l,H,L,C,3.6,02/09/21,30983,chain H or chain L,chain C
1941,7e3k,D,E,A,3.9,02/09/21,30982,chain D or chain E,chain A
1940,7e3k,H,L,C,3.9,02/09/21,30982,chain H or chain L,chain C
1124,7lo7,H,L,Z,3.74,02/09/21,23463,chain H or chain L,chain Z
2317,7lok,M,L,C,3.9,02/10/21,23465,chain M or chain L,chain C
2316,7lok,K,J,A,3.9,02/10/21,23465,chain K or chain J,chain A
2310,7niu,C,B,A,4.2,02/14/21,12365,chain C or chain B,chain A
2189,7niv,E,D,A,3.6,02/14/21,12366,chain E or chain D,chain A
2188,7niv,C,B,A,3.6,02/14/21,12366,chain C or chain B,chain A
2309,7niu,E,D,A,4.2,02/14/21,12365,chain E or chain D,chain A
2110,7niw,C,B,A,3.8,02/14/21,12367,chain C or chain B,chain A
1431,7lqv,W,X,B,3.25,02/15/21,23489,chain W or chain X,chain B
1430,7lqv,Y,Z,C,3.25,02/15/21,23489,chain Y or chain Z,chain C
1429,7lqv,H,L,A,3.25,02/15/21,23489,chain H or chain L,chain A
2152,7lqw,H,L,C,4.47,02/15/21,23490,chain H or chain L,chain C
2308,7lrs,D,E,C,3.89,02/17/21,23498,chain D or chain E,chain C
1378,7ls9,D,F,B,3.42,02/17/21,23506,chain D or chain F,chain B
1377,7ls9,E,G,C,3.42,02/17/21,23506,chain E or chain G,chain C
1376,7ls9,H,L,A,3.42,02/17/21,23506,chain H or chain L,chain A
1937,7lrt,H,L,A,3.54,02/17/21,23499,chain H or chain L,chain A
1936,7lrt,F,G,B,3.54,02/17/21,23499,chain F or chain G,chain B
1938,7lrt,D,E,C,3.54,02/17/21,23499,chain D or chain E,chain C
2114,7lss,H,L,B,3.72,02/18/21,23507,chain H or chain L,chain B
1490,7e5r,X,S,C,3.6,02/20/21,30993,chain X or chain S,chain C
1232,7e5s,U,Q,B,3.6,02/20/21,30994,chain U or chain Q,chain B
1234,7e5s,I,K,B,3.6,02/20/21,30994,chain I or chain K,chain B
1233,7e5s,P,N,A,3.6,02/20/21,30994,chain P or chain N,chain A
1488,7e5r,O,E,C,3.6,02/20/21,30993,chain O or chain E,chain C
1487,7e5r,W,R,B,3.6,02/20/21,30993,chain W or chain R,chain B
1491,7e5r,N,D,B,3.6,02/20/21,30993,chain N or chain D,chain B
1235,7e5s,R,O,A,3.6,02/20/21,30994,chain R or chain O,chain A
1489,7e5r,I,K,C,3.6,02/20/21,30993,chain I or chain K,chain C
1486,7e5r,M,U,A,3.6,02/20/21,30993,chain M or chain U,chain A
1485,7e5r,P,Q,A,3.6,02/20/21,30993,chain P or chain Q,chain A
1236,7e5s,V,S,C,3.6,02/20/21,30994,chain V or chain S,chain C
1239,7e5s,J,T,C,3.6,02/20/21,30994,chain J or chain T,chain C
1238,7e5s,E,H,C,3.6,02/20/21,30994,chain E or chain H,chain C
1484,7e5r,L,H,A,3.6,02/20/21,30993,chain L or chain H,chain A
1237,7e5s,L,D,B,3.6,02/20/21,30994,chain L or chain D,chain B
1492,7e5r,T,V,B,3.6,02/20/21,30993,chain T or chain V,chain B
1419,7lu9,l,k,f,5.6,02/21/21,23518,chain l or chain k,chain f
1420,7lu9,m,n,I,5.6,02/21/21,23518,chain m or chain n,chain I
1052,7lua,i,j,N,4.7,02/21/21,23519,chain i or chain j,chain N
1422,7lu9,p,o,P,5.6,02/21/21,23518,chain p or chain o,chain P
1423,7lu9,h,g,e,5.6,02/21/21,23518,chain h or chain g,chain e
1424,7lu9,q,r,d,5.6,02/21/21,23518,chain q or chain r,chain d
1053,7lua,h,g,M,4.7,02/21/21,23519,chain h or chain g,chain M
1421,7lu9,i,j,B,5.6,02/21/21,23518,chain i or chain j,chain B
1098,7luc,N,O,C,3.21,02/22/21,23520,chain N or chain O,chain C
1099,7luc,H,I,B,3.21,02/22/21,23520,chain H or chain I,chain B
1102,7luc,J,K,A,3.21,02/22/21,23520,chain J or chain K,chain A
1100,7luc,D,E,C,3.21,02/22/21,23520,chain D or chain E,chain C
1097,7luc,F,G,A,3.21,02/22/21,23520,chain F or chain G,chain A
1101,7luc,L,M,B,3.21,02/22/21,23520,chain L or chain M,chain B
1077,7lue,I,M,B,2.9,02/22/21,23521,chain I or chain M,chain B
1076,7lue,H,L,A,2.9,02/22/21,23521,chain H or chain L,chain A
1075,7lue,J,N,C,2.9,02/22/21,23521,chain J or chain N,chain C
1193,7e8c,T,V,B,3.16,03/01/21,31014,chain T or chain V,chain B
1192,7e8c,S,U,C,3.16,03/01/21,31014,chain S or chain U,chain C
1191,7e8c,a,Z,C,3.16,03/01/21,31014,chain a or chain Z,chain C
1190,7e8c,N,P,B,3.16,03/01/21,31014,chain N or chain P,chain B
1189,7e8c,K,I,B,3.16,03/01/21,31014,chain K or chain I,chain B
1188,7e8c,O,Q,A,3.16,03/01/21,31014,chain O or chain Q,chain A
1187,7e8c,H,L,A,3.16,03/01/21,31014,chain H or chain L,chain A
1186,7e8c,D,E,C,3.16,03/01/21,31014,chain D or chain E,chain C
1982,7lwd,H,L,A,3.65,03/01/21,23545,chain H or chain L,chain A
1185,7e8c,M,J,A,3.16,03/01/21,31014,chain M or chain J,chain A
1594,7e8f,D,E,R,3.18,03/01/21,31017,chain D or chain E,chain R
1593,7e8f,C,B,R,3.18,03/01/21,31017,chain C or chain B,chain R
1595,7e8f,H,L,A,3.18,03/01/21,31017,chain H or chain L,chain A
1505,7e9p,H,L,B,3.69,03/04/21,31035,chain H or chain L,chain B
2077,7e9n,H,L,A,3.69,03/04/21,31033,chain H or chain L,chain A
2079,7e9n,P,O,B,3.69,03/04/21,31033,chain P or chain O,chain B
2078,7e9n,Y,X,C,3.69,03/04/21,31033,chain Y or chain X,chain C
1991,7lxy,E,D,A,2.2,03/05/21,23579,chain E or chain D,chain A
1993,7lxy,H,L,A,2.2,03/05/21,23579,chain H or chain L,chain A
1994,7lxy,M,K,J,2.2,03/05/21,23579,chain M or chain K,chain J
1995,7lxy,G,I,B,2.2,03/05/21,23579,chain G or chain I,chain B
2225,7ly0,H,L,A,2.6,03/05/21,23581,chain H or chain L,chain A
1990,7lxy,F,C,B,2.2,03/05/21,23579,chain F or chain C,chain B
1844,7ly2,H,L,A,2.5,03/05/21,23582,chain H or chain L,chain A
1843,7ly2,N,O,J,2.5,03/05/21,23582,chain N or chain O,chain J
1842,7ly2,F,C,B,2.5,03/05/21,23582,chain F or chain C,chain B
1406,7lxx,H,L,A,3.0,03/05/21,23578,chain H or chain L,chain A
1845,7ly2,G,I,B,2.5,03/05/21,23582,chain G or chain I,chain B
1369,7lxz,F,C,B,2.6,03/05/21,23580,chain F or chain C,chain B
1992,7lxy,N,O,J,2.2,03/05/21,23579,chain N or chain O,chain J
1367,7lxz,M,L,K,2.6,03/05/21,23580,chain M or chain L,chain K
1366,7lxz,N,O,K,2.6,03/05/21,23580,chain N or chain O,chain K
1365,7lxz,E,D,A,2.6,03/05/21,23580,chain E or chain D,chain A
1364,7lxz,H,J,A,2.6,03/05/21,23580,chain H or chain J,chain A
1846,7ly2,E,D,A,2.5,03/05/21,23582,chain E or chain D,chain A
1847,7ly2,M,K,J,2.5,03/05/21,23582,chain M or chain K,chain J
1639,7lxw,H,L,A,2.8,03/05/21,23577,chain H or chain L,chain A
1368,7lxz,G,I,B,2.6,03/05/21,23580,chain G or chain I,chain B
1135,7ly9,H,L,D,3.91,03/06/21,23589,chain H or chain L,chain D
1134,7ly9,E,I,D,3.91,03/06/21,23589,chain E or chain I,chain D
1133,7ly9,A,M,K,3.91,03/06/21,23589,chain A or chain M,chain K
1132,7ly9,B,C,G,3.91,03/06/21,23589,chain B or chain C,chain G
2253,7eak,F,L,A | C,3.9,03/07/21,31046,chain F or chain L,chain A or chain C
2231,7eaj,F,L,1 | 3,4.1,03/07/21,31045,chain F or chain L,chain 1 or chain 3
2355,7ntc,H,L,C,3.6,03/09/21,12587,chain H or chain L,chain C
2236,7ebr,E,F,C | A,3.6,03/10/21,31054,chain E or chain F,chain C or chain A
2332,7ec5,E,F,B | A | C,2.89,03/11/21,31056,chain E or chain F,chain B or chain A or chain C
1890,7ebz,E,F,B | A | C,3.09,03/11/21,31055,chain E or chain F,chain B or chain A or chain C
2069,7ecy,E,F,C | A,3.6,03/13/21,31060,chain E or chain F,chain C or chain A
2216,7m30,M,N,C,3.81,03/17/21,23640,chain M or chain N,chain C
2215,7m30,H,L,B,3.81,03/17/21,23640,chain H or chain L,chain B
2315,7nwl,D,E,B,3.1,03/17/21,12634,chain D or chain E,chain B
2214,7m30,F,G,C | E,3.81,03/17/21,23640,chain F or chain G,chain C or chain E
2095,7m3n,H,L,A,2.4,03/18/21,23658,chain H or chain L,chain A
2344,7m42,B,A,E,3.3,03/19/21,23662,chain B or chain A,chain E
2343,7m42,D,C,E,3.3,03/19/21,23662,chain D or chain C,chain E
1659,7m6f,H,L,A,3.9,03/25/21,23694,chain H or chain L,chain A
1658,7m6f,C,D,E,3.9,03/25/21,23694,chain C or chain D,chain E
1523,7m6h,D,F,B | C,4.0,03/25/21,23696,chain D or chain F,chain B or chain C
1560,7m6g,R,S,B,3.7,03/25/21,23695,chain R or chain S,chain B
1388,7m6e,D,C,E,3.3,03/25/21,23693,chain D or chain C,chain E
1389,7m6e,F,G,B,3.3,03/25/21,23693,chain F or chain G,chain B
1390,7m6e,H,L,A,3.3,03/25/21,23693,chain H or chain L,chain A
1446,7m6i,H,L,C | B,4.0,03/25/21,23697,chain H or chain L,chain C or chain B
1447,7m6i,M,N,A,4.0,03/25/21,23697,chain M or chain N,chain A
1559,7m6g,H,L,C,3.7,03/25/21,23695,chain H or chain L,chain C
1522,7m6h,E,G,A,4.0,03/25/21,23696,chain E or chain G,chain A
2287,7m71,H,L,A | B,2.66,03/26/21,23707,chain H or chain L,chain A or chain B
2367,7m74,H,L,A,3.93,03/26/21,23708,chain H or chain L,chain A
1774,7m7b,H,L,A,2.95,03/27/21,23709,chain H or chain L,chain A
2242,7m7e,C,D,A | B,3.2,03/28/21,23710,chain C or chain D,chain A or chain B
2307,7m7f,E,F,B,3.2,03/28/21,23711,chain E or chain F,chain B
2037,7m7i,C,D,A,3.4,03/28/21,23714,chain C or chain D,chain A
2036,7m7i,E,F,B,3.4,03/28/21,23714,chain E or chain F,chain B
1091,7eh5,H,L,A,4.0,03/28/21,31074,chain H or chain L,chain A
1712,7m7h,E,F,B,4.1,03/28/21,23713,chain E or chain F,chain B
1713,7m7h,C,D,A,4.1,03/28/21,23713,chain C or chain D,chain A
2275,7m7g,C,D,B,4.1,03/28/21,23712,chain C or chain D,chain B
2192,7m7j,C,D,A,4.3,03/28/21,23715,chain C or chain D,chain A
2193,7m7j,E,F,B,4.3,03/28/21,23715,chain E or chain F,chain B
1096,7eh5,J,N,C,4.0,03/28/21,31074,chain J or chain N,chain C
1095,7eh5,F,Q,C,4.0,03/28/21,31074,chain F or chain Q,chain C
1094,7eh5,D,O,A,4.0,03/28/21,31074,chain D or chain O,chain A
1093,7eh5,I,M,B,4.0,03/28/21,31074,chain I or chain M,chain B
1092,7eh5,E,P,B,4.0,03/28/21,31074,chain E or chain P,chain B
2274,7m7g,E,F,A,4.1,03/28/21,23712,chain E or chain F,chain A
2306,7m7f,C,D,A,3.2,03/28/21,23711,chain C or chain D,chain A
2273,7m8j,H,L,A,3.48,03/29/21,23717,chain H or chain L,chain A
1153,7m8l,H,K,B,3.9,03/30/21,23719,chain H or chain K,chain B
1154,7m8l,G,J,A,3.9,03/30/21,23719,chain G or chain J,chain A
1155,7m8l,I,L,C,3.9,03/30/21,23719,chain I or chain L,chain C
1156,7m8l,M,P,D,3.9,03/30/21,23719,chain M or chain P,chain D
1157,7m8l,O,R,F,3.9,03/30/21,23719,chain O or chain R,chain F
1152,7m8l,N,Q,E,3.9,03/30/21,23719,chain N or chain Q,chain E
1165,7ej4,H,L,A,3.6,04/01/21,30669,chain H or chain L,chain A
1166,7ej4,I,M,B,3.6,04/01/21,30669,chain I or chain M,chain B
1636,7ej5,J,N,C,3.5,04/01/21,30670,chain J or chain N,chain C
1637,7ej5,H,L,A,3.5,04/01/21,30670,chain H or chain L,chain A
1638,7ej5,I,M,B,3.5,04/01/21,30670,chain I or chain M,chain B
1164,7ej4,J,N,C,3.6,04/01/21,30669,chain J or chain N,chain C
1283,7mdt,H,L,A,3.6,04/06/21,23779,chain H or chain L,chain A
1461,7mem,H,L,E,3.2,04/06/21,23792,chain H or chain L,chain E
1462,7mem,G,J,C,3.2,04/06/21,23792,chain G or chain J,chain C
1163,7mdu,E,F,A | B,3.3,04/06/21,23780,chain E or chain F,chain A or chain B
1463,7mem,I,K,F,3.2,04/06/21,23792,chain I or chain K,chain F
1162,7mdu,H,L,A,3.3,04/06/21,23780,chain H or chain L,chain A
1550,7mep,N,K,D | B,3.5,04/07/21,23801,chain N or chain K,chain D or chain B
1551,7mep,H,L,A,3.5,04/07/21,23801,chain H or chain L,chain A
1549,7mep,I,G,E,3.5,04/07/21,23801,chain I or chain G,chain E
1552,7mep,M,J,C | F,3.5,04/07/21,23801,chain M or chain J,chain C or chain F
2084,7mfg,J,K,I | G,3.87,04/09/21,23816,chain J or chain K,chain I or chain G
2083,7mfg,E,F,D | C,3.87,04/09/21,23816,chain E or chain F,chain D or chain C
2085,7mfg,H,L,B | A,3.87,04/09/21,23816,chain H or chain L,chain B or chain A
1325,7o7f,H,F,A | B,3.15,04/13/21,12746,chain H or chain F,chain A or chain B
2096,7mgw,B,C,A,3.5,04/13/21,23830,chain B or chain C,chain A
1440,7mhz,O,P,A,3.2,04/16/21,23837,chain O or chain P,chain A
2311,7enf,P,O,B,2.76,04/16/21,31209,chain P or chain O,chain B
2256,7eng,H,L,B,3.59,04/16/21,31210,chain H or chain L,chain B
2151,7mhy,M,N,A,2.7,04/16/21,23836,chain M or chain N,chain A
2150,7mhy,O,P,A,2.7,04/16/21,23836,chain O or chain P,chain A
2297,7o9w,C,B,A,3.5,04/17/21,12765,chain C or chain B,chain A
1532,7mjj,F,G,B,3.32,04/20/21,23875,chain F or chain G,chain B
1757,7mjk,H,I,C,2.73,04/20/21,23876,chain H or chain I,chain C
1758,7mjk,D,E,A,2.73,04/20/21,23876,chain D or chain E,chain A
1759,7mjk,F,G,B,2.73,04/20/21,23876,chain F or chain G,chain B
2286,7mjl,H,L,A,2.95,04/20/21,23877,chain H or chain L,chain A
2333,7mjs,H,L,X,3.03,04/20/21,23883,chain H or chain L,chain X
1533,7mjj,D,E,A,3.32,04/20/21,23875,chain D or chain E,chain A
2243,7eo0,H,L,3,3.75,04/21/21,31223,chain H or chain L,chain 3
1966,7mkm,H,L,A,3.16,04/24/21,23899,chain H or chain L,chain A
1700,7mkl,H,L,A,3.2,04/24/21,23898,chain H or chain L,chain A
1448,7epx,H,L,A,3.0,04/28/21,31249,chain H or chain L,chain A
1449,7epx,I,M,B,3.0,04/28/21,31249,chain I or chain M,chain B
2284,7mm0,H,L,A,3.15,04/29/21,23915,chain H or chain L,chain A
1118,7mly,F,K,D | E,2.7,04/29/21,23913,chain F or chain K,chain D or chain E
1525,7mlv,F,K,D,4.1,04/29/21,23911,chain F or chain K,chain D
1119,7mly,G,J,B,2.7,04/29/21,23913,chain G or chain J,chain B
1120,7mly,L,M,A,2.7,04/29/21,23913,chain L or chain M,chain A
1301,7mlu,L,M,A,4.1,04/29/21,23910,chain L or chain M,chain A
1524,7mlv,L,M,A,4.1,04/29/21,23911,chain L or chain M,chain A
1527,7mlv,G,J,B,4.1,04/29/21,23911,chain G or chain J,chain B
1526,7mlv,H,I,C,4.1,04/29/21,23911,chain H or chain I,chain C
1117,7mly,H,I,C,2.7,04/29/21,23913,chain H or chain I,chain C
1300,7mlu,H,I,C,4.1,04/29/21,23910,chain H or chain I,chain C
1302,7mlu,G,J,B,4.1,04/29/21,23910,chain G or chain J,chain B
2199,7mlz,H,L,A,3.71,04/29/21,23914,chain H or chain L,chain A
1299,7mlu,N,O,D,4.1,04/29/21,23910,chain N or chain O,chain D
1303,7mlu,F,K,E,4.1,04/29/21,23910,chain F or chain K,chain E
1347,7mn8,D,C,B,3.45,04/30/21,23918,chain D or chain C,chain B
2254,7oh0,C,B,A,3.9,05/07/21,12890,chain C or chain B,chain A
1125,7oh1,E,D,A,8.0,05/07/21,12891,chain E or chain D,chain A
1179,7mtb,H,L,G,4.0,05/13/21,23980,chain H or chain L,chain G
1001,7mta,H,L,G,4.1,05/13/21,23979,chain H or chain L,chain G
1411,7mw5,D,E,A,3.42,05/15/21,24063,chain D or chain E,chain A
1412,7mw5,H,L,C,3.42,05/15/21,24063,chain H or chain L,chain C
1007,7mw6,D,E,A,3.22,05/15/21,24064,chain D or chain E,chain A
1410,7mw5,F,G,B,3.42,05/15/21,24063,chain F or chain G,chain B
1008,7mw6,F,G,B,3.22,05/15/21,24064,chain F or chain G,chain B
1582,7mw2,F,G,B,2.97,05/15/21,24060,chain F or chain G,chain B
1583,7mw2,D,E,A,2.97,05/15/21,24060,chain D or chain E,chain A
1584,7mw2,H,L,C,2.97,05/15/21,24060,chain H or chain L,chain C
2033,7mw4,F,G,B,3.42,05/15/21,24062,chain F or chain G,chain B
2034,7mw4,H,L,C,3.42,05/15/21,24062,chain H or chain L,chain C
2035,7mw4,D,E,A,3.42,05/15/21,24062,chain D or chain E,chain A
1116,7mw3,F,G,B,3.15,05/15/21,24061,chain F or chain G,chain B
1115,7mw3,D,E,A,3.15,05/15/21,24061,chain D or chain E,chain A
1114,7mw3,H,L,C,3.15,05/15/21,24061,chain H or chain L,chain C
1009,7mw6,H,L,C,3.22,05/15/21,24064,chain H or chain L,chain C
2024,7mxd,X,Y,F,3.4,05/19/21,24071,chain X or chain Y,chain F
2025,7mxd,S,U,G,3.4,05/19/21,24071,chain S or chain U,chain G
1425,7mxe,H,L,G | D,3.7,05/19/21,24072,chain H or chain L,chain G or chain D
2022,7mxd,J,K,F,3.4,05/19/21,24071,chain J or chain K,chain F
2023,7mxd,C,D,A,3.4,05/19/21,24071,chain C or chain D,chain A
1004,7mxl,J,K,C,3.2,05/19/21,24073,chain J or chain K,chain C
2058,7mxp,H,L,C,4.46,05/19/21,24075,chain H or chain L,chain C
2059,7mxp,I,K,A,4.46,05/19/21,24075,chain I or chain K,chain A
1006,7mxl,A,B,C,3.2,05/19/21,24073,chain A or chain B,chain C
1005,7mxl,H,L,C,3.2,05/19/21,24073,chain H or chain L,chain C
2060,7mxp,G,J,B,4.46,05/19/21,24075,chain G or chain J,chain B
1426,7mxe,M,O,C | P,3.7,05/19/21,24072,chain M or chain O,chain C or chain P
1428,7mxe,R,W,J,3.7,05/19/21,24072,chain R or chain W,chain J
1427,7mxe,A,B,J | F,3.7,05/19/21,24072,chain A or chain B,chain J or chain F
1656,7n28,J,K,F,4.2,05/28/21,24128,chain J or chain K,chain F
1654,7n28,S,U,G,4.2,05/28/21,24128,chain S or chain U,chain G
1655,7n28,X,Y,F,4.2,05/28/21,24128,chain X or chain Y,chain F
1657,7n28,C,D,A,4.2,05/28/21,24128,chain C or chain D,chain A
2086,7ey0,A,B,R,3.2,05/29/21,31374,chain A or chain B,chain R
2087,7ey0,H,L,R,3.2,05/29/21,31374,chain H or chain L,chain R
2264,7ey4,H,L,R | N,3.69,05/29/21,31377,chain H or chain L,chain R or chain N
1724,7ey5,B,C,A,3.4,05/29/21,31378,chain B or chain C,chain A
1725,7ey5,H,L,A,3.4,05/29/21,31378,chain H or chain L,chain A
2170,7eya,H,L,R,3.77,05/30/21,31380,chain H or chain L,chain R
2026,7ezv,M,N,A,3.3,06/02/21,31391,chain M or chain N,chain A
2027,7ezv,H,L,A,3.3,06/02/21,31391,chain H or chain L,chain A
1772,7n5h,J,K,C,3.24,06/05/21,24190,chain J or chain K,chain C
1771,7n5h,H,L,A,3.24,06/05/21,24190,chain H or chain L,chain A
1773,7n5h,E,F,B,3.24,06/05/21,24190,chain E or chain F,chain B
2147,7n65,C,D,A,4.15,06/07/21,24195,chain C or chain D,chain A
2148,7n65,G,H,E,4.15,06/07/21,24195,chain G or chain H,chain E
2149,7n65,K,L,I,4.15,06/07/21,24195,chain K or chain L,chain I
2356,7n62,H,L,A,4.0,06/07/21,24192,chain H or chain L,chain A
2246,7n64,H,L,B | A,4.2,06/07/21,24193,chain H or chain L,chain B or chain A
1708,7n8h,H,G,F,2.3,06/14/21,24236,chain H or chain G,chain F
1710,7n8h,J,I,F,2.3,06/14/21,24236,chain J or chain I,chain F
2005,7n8i,H,L,A,3.0,06/14/21,24237,chain H or chain L,chain A
1709,7n8h,O,N,K,2.3,06/14/21,24236,chain O or chain N,chain K
1706,7n8h,E,D,A,2.3,06/14/21,24236,chain E or chain D,chain A
1711,7n8h,C,B,A,2.3,06/14/21,24236,chain C or chain B,chain A
1707,7n8h,M,L,K,2.3,06/14/21,24236,chain M or chain L,chain K
1104,7f3q,C,B,A,3.3,06/16/21,31434,chain C or chain B,chain A
1103,7f3q,H,L,A,3.3,06/16/21,31434,chain H or chain L,chain A
